Sheet,Bound_east_latlong,Bound_west_latlong,Bound_south_latlong,Bound_north_latlong
056M07,-94.5,-95,67.25,67.5
056M08,-94,-94.5,67.25,67.5
056M09,-94,-94.5,67.5,67.75
056M10,-94.5,-95,67.5,67.75
056M11,-95,-95.5,67.5,67.75
056M12,-95.5,-96,67.5,67.75
056M13,-95.5,-96,67.75,68
056M14,-95,-95.5,67.75,68
056M15,-94.5,-95,67.75,68
056M16,-94,-94.5,67.75,68
056N01,-92,-92.5,67,67.25
056N02,-92.5,-93,67,67.25
056N03,-93,-93.5,67,67.25
056N04,-93.5,-94,67,67.25
056N05,-93.5,-94,67.25,67.5
056N06,-93,-93.5,67.25,67.5
056N07,-92.5,-93,67.25,67.5
056N08,-92,-92.5,67.25,67.5
056N09,-92,-92.5,67.5,67.75
056N10,-92.5,-93,67.5,67.75
056N11,-93,-93.5,67.5,67.75
056N12,-93.5,-94,67.5,67.75
056N13,-93.5,-94,67.75,68
056N14,-93,-93.5,67.75,68
056N15,-92.5,-93,67.75,68
056N16,-92,-92.5,67.75,68
056O01,-90,-90.5,67,67.25
056O02,-90.5,-91,67,67.25
056O03,-91,-91.5,67,67.25
056O04,-91.5,-92,67,67.25
056O05,-91.5,-92,67.25,67.5
056O06,-91,-91.5,67.25,67.5
056O07,-90.5,-91,67.25,67.5
056O08,-90,-90.5,67.25,67.5
056O09,-90,-90.5,67.5,67.75
056O10,-90.5,-91,67.5,67.75
056O11,-91,-91.5,67.5,67.75
056O12,-91.5,-92,67.5,67.75
056O13,-91.5,-92,67.75,68
056O14,-91,-91.5,67.75,68
056O15,-90.5,-91,67.75,68
056O16,-90,-90.5,67.75,68
056P01,-88,-88.5,67,67.25
056P02,-88.5,-89,67,67.25
056P03,-89,-89.5,67,67.25
056P04,-89.5,-90,67,67.25
056P05,-89.5,-90,67.25,67.5
056P06,-89,-89.5,67.25,67.5
056P07,-88.5,-89,67.25,67.5
056P08,-88,-88.5,67.25,67.5
056P09,-88,-88.5,67.5,67.75
056P10,-88.5,-89,67.5,67.75
056P11,-89,-89.5,67.5,67.75
056P12,-89.5,-90,67.5,67.75
056P13,-89.5,-90,67.75,68
056P14,-89,-89.5,67.75,68
056P15,-88.5,-89,67.75,68
056P16,-88,-88.5,67.75,68
057A01,-88,-89,68,68.25
057A02,-89,-90,68,68.25
057A03,-90,-91,68,68.25
057A04,-91,-92,68,68.25
057A05,-91,-92,68.25,68.5
057A06,-90,-91,68.25,68.5
057A07,-89,-90,68.25,68.5
057A08,-88,-89,68.25,68.5
057A09,-88,-89,68.5,68.75
057A10,-89,-90,68.5,68.75
057A11,-90,-91,68.5,68.75
057A12,-91,-92,68.5,68.75
057A13,-91,-92,68.75,69
057A14,-90,-91,68.75,69
057A15,-89,-90,68.75,69
057A16,-88,-89,68.75,69
057B01,-92,-93,68,68.25
057B02,-93,-94,68,68.25
057B03,-94,-95,68,68.25
057B04,-95,-96,68,68.25
057B05,-95,-96,68.25,68.5
057B06,-94,-95,68.25,68.5
057B07,-93,-94,68.25,68.5
057B08,-92,-93,68.25,68.5
057B09,-92,-93,68.5,68.75
057B10,-93,-94,68.5,68.75
057B11,-94,-95,68.5,68.75
057B12,-95,-96,68.5,68.75
057B13,-95,-96,68.75,69
057B14,-94,-95,68.75,69
057B15,-93,-94,68.75,69
057B16,-92,-93,68.75,69
057C01,-92,-93,69,69.25
057C02,-93,-94,69,69.25
057C03,-94,-95,69,69.25
057C04,-95,-96,69,69.25
057C05,-95,-96,69.25,69.5
057C06,-94,-95,69.25,69.5
057C07,-93,-94,69.25,69.5
057C08,-92,-93,69.25,69.5
057C09,-92,-93,69.5,69.75
057C10,-93,-94,69.5,69.75
057C11,-94,-95,69.5,69.75
057C12,-95,-96,69.5,69.75
057C13,-95,-96,69.75,70
057C14,-94,-95,69.75,70
057C15,-93,-94,69.75,70
057C16,-92,-93,69.75,70
057D01,-88,-89,69,69.25
057D02,-89,-90,69,69.25
057D03,-90,-91,69,69.25
057D04,-91,-92,69,69.25
057D05,-91,-92,69.25,69.5
057D06,-90,-91,69.25,69.5
057D07,-89,-90,69.25,69.5
057D08,-88,-89,69.25,69.5
057D09,-88,-89,69.5,69.75
057D10,-89,-90,69.5,69.75
057D11,-90,-91,69.5,69.75
057D12,-91,-92,69.5,69.75
057D13,-91,-92,69.75,70
057D14,-90,-91,69.75,70
057D15,-89,-90,69.75,70
057D16,-88,-89,69.75,70
057E01,-88,-89,70,70.25
057E02,-89,-90,70,70.25
057E03,-90,-91,70,70.25
057E04,-91,-92,70,70.25
057E05,-91,-92,70.25,70.5
057E06,-90,-91,70.25,70.5
057E07,-89,-90,70.25,70.5
057E08,-88,-89,70.25,70.5
057E09,-88,-89,70.5,70.75
057E10,-89,-90,70.5,70.75
057E11,-90,-91,70.5,70.75
057E12,-91,-92,70.5,70.75
057E13,-91,-92,70.75,71
057E14,-90,-91,70.75,71
057E15,-89,-90,70.75,71
057E16,-88,-89,70.75,71
057F01,-92,-93,70,70.25
057F02,-93,-94,70,70.25
057F03,-94,-95,70,70.25
057F04,-95,-96,70,70.25
057F05,-95,-96,70.25,70.5
057F06,-94,-95,70.25,70.5
057F07,-93,-94,70.25,70.5
057F08,-92,-93,70.25,70.5
057F09,-92,-93,70.5,70.75
057F10,-93,-94,70.5,70.75
057F11,-94,-95,70.5,70.75
057F12,-95,-96,70.5,70.75
057F13,-95,-96,70.75,71
057F14,-94,-95,70.75,71
057F15,-93,-94,70.75,71
057F16,-92,-93,70.75,71
057G01,-92,-93,71,71.25
057G02,-93,-94,71,71.25
057G03,-94,-95,71,71.25
057G04,-95,-96,71,71.25
057G05,-95,-96,71.25,71.5
057G06,-94,-95,71.25,71.5
057G07,-93,-94,71.25,71.5
057G08,-92,-93,71.25,71.5
057G09,-92,-93,71.5,71.75
057G10,-93,-94,71.5,71.75
057G11,-94,-95,71.5,71.75
057G12,-95,-96,71.5,71.75
057G13,-95,-96,71.75,72
057G14,-94,-95,71.75,72
057G15,-93,-94,71.75,72
057G16,-92,-93,71.75,72
057H01,-88,-89,71,71.25
057H02,-89,-90,71,71.25
057H03,-90,-91,71,71.25
057H04,-91,-92,71,71.25
057H05,-91,-92,71.25,71.5
057H06,-90,-91,71.25,71.5
057H07,-89,-90,71.25,71.5
057H08,-88,-89,71.25,71.5
057H09,-88,-89,71.5,71.75
057H10,-89,-90,71.5,71.75
057H11,-90,-91,71.5,71.75
057H12,-91,-92,71.5,71.75
057H13,-91,-92,71.75,72
057H14,-90,-91,71.75,72
057H15,-89,-90,71.75,72
057H16,-88,-89,71.75,72
058A01,-88,-89,72,72.25
058A02,-89,-90,72,72.25
058A03,-90,-91,72,72.25
058A04,-91,-92,72,72.25
058A05,-91,-92,72.25,72.5
058A06,-90,-91,72.25,72.5
058A07,-89,-90,72.25,72.5
058A08,-88,-89,72.25,72.5
058A09,-88,-89,72.5,72.75
058A10,-89,-90,72.5,72.75
058A11,-90,-91,72.5,72.75
058A12,-91,-92,72.5,72.75
058A13,-91,-92,72.75,73
058A14,-90,-91,72.75,73
058A15,-89,-90,72.75,73
058A16,-88,-89,72.75,73
058B01,-92,-93,72,72.25
058B02,-93,-94,72,72.25
058B03,-94,-95,72,72.25
058B04,-95,-96,72,72.25
058B05,-95,-96,72.25,72.5
058B06,-94,-95,72.25,72.5
058B07,-93,-94,72.25,72.5
058B08,-92,-93,72.25,72.5
058B09,-92,-93,72.5,72.75
058B10,-93,-94,72.5,72.75
058B11,-94,-95,72.5,72.75
058B12,-95,-96,72.5,72.75
058B13,-95,-96,72.75,73
058B14,-94,-95,72.75,73
058B15,-93,-94,72.75,73
058B16,-92,-93,72.75,73
058C01,-92,-93,73,73.25
058C02,-93,-94,73,73.25
058C03,-94,-95,73,73.25
058C04,-95,-96,73,73.25
058C05,-95,-96,73.25,73.5
058C06,-94,-95,73.25,73.5
058C07,-93,-94,73.25,73.5
058C08,-92,-93,73.25,73.5
058C09,-92,-93,73.5,73.75
058C10,-93,-94,73.5,73.75
058C11,-94,-95,73.5,73.75
058C12,-95,-96,73.5,73.75
058C13,-95,-96,73.75,74
058C14,-94,-95,73.75,74
058C15,-93,-94,73.75,74
058C16,-92,-93,73.75,74
058D01,-88,-89,73,73.25
058D02,-89,-90,73,73.25
058D03,-90,-91,73,73.25
058D04,-91,-92,73,73.25
058D05,-91,-92,73.25,73.5
058D06,-90,-91,73.25,73.5
058D07,-89,-90,73.25,73.5
058D08,-88,-89,73.25,73.5
058D09,-88,-89,73.5,73.75
058D10,-89,-90,73.5,73.75
058D11,-90,-91,73.5,73.75
058D12,-91,-92,73.5,73.75
058D13,-91,-92,73.75,74
058D14,-90,-91,73.75,74
058D15,-89,-90,73.75,74
058D16,-88,-89,73.75,74
058E01,-88,-89,74,74.25
058E02,-89,-90,74,74.25
058E03,-90,-91,74,74.25
058E04,-91,-92,74,74.25
058E05,-91,-92,74.25,74.5
058E06,-90,-91,74.25,74.5
058E07,-89,-90,74.25,74.5
058E08,-88,-89,74.25,74.5
058E09,-88,-89,74.5,74.75
058E10,-89,-90,74.5,74.75
058E11,-90,-91,74.5,74.75
058E12,-91,-92,74.5,74.75
058E13,-91,-92,74.75,75
058E14,-90,-91,74.75,75
058E15,-89,-90,74.75,75
058E16,-88,-89,74.75,75
058F01,-92,-93,74,74.25
058F02,-93,-94,74,74.25
058F03,-94,-95,74,74.25
058F04,-95,-96,74,74.25
058F05,-95,-96,74.25,74.5
058F06,-94,-95,74.25,74.5
058F07,-93,-94,74.25,74.5
058F08,-92,-93,74.25,74.5
058F09,-92,-93,74.5,74.75
058F10,-93,-94,74.5,74.75
058F11,-94,-95,74.5,74.75
058F12,-95,-96,74.5,74.75
058F13,-95,-96,74.75,75
058F14,-94,-95,74.75,75
058F15,-93,-94,74.75,75
058F16,-92,-93,74.75,75
058G01,-92,-93,75,75.25
058G02,-93,-94,75,75.25
058G03,-94,-95,75,75.25
058G04,-95,-96,75,75.25
058G05,-95,-96,75.25,75.5
058G06,-94,-95,75.25,75.5
058G07,-93,-94,75.25,75.5
058G08,-92,-93,75.25,75.5
058G09,-92,-93,75.5,75.75
058G10,-93,-94,75.5,75.75
058G11,-94,-95,75.5,75.75
058G12,-95,-96,75.5,75.75
058G13,-95,-96,75.75,76
058G14,-94,-95,75.75,76
058G15,-93,-94,75.75,76
058G16,-92,-93,75.75,76
058H01,-88,-89,75,75.25
058H02,-89,-90,75,75.25
058H03,-90,-91,75,75.25
058H04,-91,-92,75,75.25
058H05,-91,-92,75.25,75.5
058H06,-90,-91,75.25,75.5
058H07,-89,-90,75.25,75.5
058H08,-88,-89,75.25,75.5
058H09,-88,-89,75.5,75.75
058H10,-89,-90,75.5,75.75
058H11,-90,-91,75.5,75.75
058H12,-91,-92,75.5,75.75
058H13,-91,-92,75.75,76
058H14,-90,-91,75.75,76
058H15,-89,-90,75.75,76
058H16,-88,-89,75.75,76
059A01,-88,-89,76,76.25
059A02,-89,-90,76,76.25
059A03,-90,-91,76,76.25
059A04,-91,-92,76,76.25
059A05,-91,-92,76.25,76.5
059A06,-90,-91,76.25,76.5
059A07,-89,-90,76.25,76.5
059A08,-88,-89,76.25,76.5
059A09,-88,-89,76.5,76.75
059A10,-89,-90,76.5,76.75
059A11,-90,-91,76.5,76.75
059A12,-91,-92,76.5,76.75
059A13,-91,-92,76.75,77
059A14,-90,-91,76.75,77
059A15,-89,-90,76.75,77
059A16,-88,-89,76.75,77
059B01,-92,-93,76,76.25
059B02,-93,-94,76,76.25
059B03,-94,-95,76,76.25
059B04,-95,-96,76,76.25
059B05,-95,-96,76.25,76.5
059B06,-94,-95,76.25,76.5
059B07,-93,-94,76.25,76.5
059B08,-92,-93,76.25,76.5
059B09,-92,-93,76.5,76.75
059B10,-93,-94,76.5,76.75
059B11,-94,-95,76.5,76.75
059B12,-95,-96,76.5,76.75
059B13,-95,-96,76.75,77
059B14,-94,-95,76.75,77
059B15,-93,-94,76.75,77
059B16,-92,-93,76.75,77
059C01,-92,-93,77,77.25
059C02,-93,-94,77,77.25
059C03,-94,-95,77,77.25
059C04,-95,-96,77,77.25
059C05,-95,-96,77.25,77.5
059C06,-94,-95,77.25,77.5
059C07,-93,-94,77.25,77.5
059C08,-92,-93,77.25,77.5
059C09,-92,-93,77.5,77.75
059C10,-93,-94,77.5,77.75
059C11,-94,-95,77.5,77.75
059C12,-95,-96,77.5,77.75
059C13,-95,-96,77.75,78
059C14,-94,-95,77.75,78
059C15,-93,-94,77.75,78
059C16,-92,-93,77.75,78
059D01,-88,-89,77,77.25
059D02,-89,-90,77,77.25
059D03,-90,-91,77,77.25
059D04,-91,-92,77,77.25
059D05,-91,-92,77.25,77.5
059D06,-90,-91,77.25,77.5
059D07,-89,-90,77.25,77.5
059D08,-88,-89,77.25,77.5
059D09,-88,-89,77.5,77.75
059D10,-89,-90,77.5,77.75
059D11,-90,-91,77.5,77.75
059D12,-91,-92,77.5,77.75
059D13,-91,-92,77.75,78
059D14,-90,-91,77.75,78
059D15,-89,-90,77.75,78
059D16,-88,-89,77.75,78
059E01,-88,-89,78,78.25
059E02,-89,-90,78,78.25
059E03,-90,-91,78,78.25
059E04,-91,-92,78,78.25
059E05,-91,-92,78.25,78.5
059E06,-90,-91,78.25,78.5
059E07,-89,-90,78.25,78.5
059E08,-88,-89,78.25,78.5
059E09,-88,-89,78.5,78.75
059E10,-89,-90,78.5,78.75
059E11,-90,-91,78.5,78.75
059E12,-91,-92,78.5,78.75
059E13,-91,-92,78.75,79
059E14,-90,-91,78.75,79
059E15,-89,-90,78.75,79
059E16,-88,-89,78.75,79
059F01,-92,-93,78,78.25
059F02,-93,-94,78,78.25
059F03,-94,-95,78,78.25
059F04,-95,-96,78,78.25
059F05,-95,-96,78.25,78.5
059F06,-94,-95,78.25,78.5
059F07,-93,-94,78.25,78.5
059F08,-92,-93,78.25,78.5
059F09,-92,-93,78.5,78.75
059F10,-93,-94,78.5,78.75
059F11,-94,-95,78.5,78.75
059F12,-95,-96,78.5,78.75
059F13,-95,-96,78.75,79
059F14,-94,-95,78.75,79
059F15,-93,-94,78.75,79
059F16,-92,-93,78.75,79
059G01,-92,-93,79,79.25
059G02,-93,-94,79,79.25
059G03,-94,-95,79,79.25
059G04,-95,-96,79,79.25
059G05,-95,-96,79.25,79.5
059G06,-94,-95,79.25,79.5
059G07,-93,-94,79.25,79.5
059G08,-92,-93,79.25,79.5
059G09,-92,-93,79.5,79.75
059G10,-93,-94,79.5,79.75
059G11,-94,-95,79.5,79.75
059G12,-95,-96,79.5,79.75
059G13,-95,-96,79.75,80
059G14,-94,-95,79.75,80
059G15,-93,-94,79.75,80
059G16,-92,-93,79.75,80
059H01,-88,-89,79,79.25
059H02,-89,-90,79,79.25
059H03,-90,-91,79,79.25
059H04,-91,-92,79,79.25
059H05,-91,-92,79.25,79.5
059H06,-90,-91,79.25,79.5
059H07,-89,-90,79.25,79.5
059H08,-88,-89,79.25,79.5
059H09,-88,-89,79.5,79.75
059H10,-89,-90,79.5,79.75
059H11,-90,-91,79.5,79.75
059H12,-91,-92,79.5,79.75
059H13,-91,-92,79.75,80
059H14,-90,-91,79.75,80
059H15,-89,-90,79.75,80
059H16,-88,-89,79.75,80
062A16,-96,-96.5,48.75,49
062B13,-99.5,-100,48.75,49
062B14,-99,-99.5,48.75,49
062B15,-98.5,-99,48.75,49
062C13,-101.5,-102,48.75,49
062C14,-101,-101.5,48.75,49
062C15,-100.5,-101,48.75,49
062C16,-100,-100.5,48.75,49
062D13,-103.5,-104,48.75,49
062D14,-103,-103.5,48.75,49
062D15,-102.5,-103,48.75,49
062D16,-102,-102.5,48.75,49
062E01,-102,-102.5,49,49.25
062E02,-102.5,-103,49,49.25
062E03,-103,-103.5,49,49.25
062E04,-103.5,-104,49,49.25
062E05,-103.5,-104,49.25,49.5
062E06,-103,-103.5,49.25,49.5
062E07,-102.5,-103,49.25,49.5
062E08,-102,-102.5,49.25,49.5
062E09,-102,-102.5,49.5,49.75
062E10,-102.5,-103,49.5,49.75
062E11,-103,-103.5,49.5,49.75
062E12,-103.5,-104,49.5,49.75
062E13,-103.5,-104,49.75,50
062E14,-103,-103.5,49.75,50
062E15,-102.5,-103,49.75,50
062E16,-102,-102.5,49.75,50
062F01,-100,-100.5,49,49.25
062F02,-100.5,-101,49,49.25
062F03,-101,-101.5,49,49.25
062F04,-101.5,-102,49,49.25
062F05,-101.5,-102,49.25,49.5
062F06,-101,-101.5,49.25,49.5
062F07,-100.5,-101,49.25,49.5
062F08,-100,-100.5,49.25,49.5
062F09,-100,-100.5,49.5,49.75
062F10,-100.5,-101,49.5,49.75
062F11,-101,-101.5,49.5,49.75
062F12,-101.5,-102,49.5,49.75
062F13,-101.5,-102,49.75,50
062F14,-101,-101.5,49.75,50
062F15,-100.5,-101,49.75,50
062F16,-100,-100.5,49.75,50
062G01,-98,-98.5,49,49.25
062G02,-98.5,-99,49,49.25
062G03,-99,-99.5,49,49.25
062G04,-99.5,-100,49,49.25
062G05,-99.5,-100,49.25,49.5
062G06,-99,-99.5,49.25,49.5
062G07,-98.5,-99,49.25,49.5
062G08,-98,-98.5,49.25,49.5
062G09,-98,-98.5,49.5,49.75
062G10,-98.5,-99,49.5,49.75
062G11,-99,-99.5,49.5,49.75
062G12,-99.5,-100,49.5,49.75
062G13,-99.5,-100,49.75,50
062G14,-99,-99.5,49.75,50
062G15,-98.5,-99,49.75,50
062G16,-98,-98.5,49.75,50
062H01,-96,-96.5,49,49.25
062H02,-96.5,-97,49,49.25
062H03,-97,-97.5,49,49.25
062H04,-97.5,-98,49,49.25
062H05,-97.5,-98,49.25,49.5
062H06,-97,-97.5,49.25,49.5
062H07,-96.5,-97,49.25,49.5
062H08,-96,-96.5,49.25,49.5
062H09,-96,-96.5,49.5,49.75
062H10,-96.5,-97,49.5,49.75
062H11,-97,-97.5,49.5,49.75
062H12,-97.5,-98,49.5,49.75
062H13,-97.5,-98,49.75,50
062H14,-97,-97.5,49.75,50
062H15,-96.5,-97,49.75,50
062H16,-96,-96.5,49.75,50
062I01,-96,-96.5,50,50.25
062I02,-96.5,-97,50,50.25
062I03,-97,-97.5,50,50.25
062I04,-97.5,-98,50,50.25
062I05,-97.5,-98,50.25,50.5
062I06,-97,-97.5,50.25,50.5
062I07,-96.5,-97,50.25,50.5
062I08,-96,-96.5,50.25,50.5
062I09,-96,-96.5,50.5,50.75
062I10,-96.5,-97,50.5,50.75
062I11,-97,-97.5,50.5,50.75
062I12,-97.5,-98,50.5,50.75
062I13,-97.5,-98,50.75,51
062I14,-97,-97.5,50.75,51
062I15,-96.5,-97,50.75,51
062I16,-96,-96.5,50.75,51
062J01,-98,-98.5,50,50.25
062J02,-98.5,-99,50,50.25
062J03,-99,-99.5,50,50.25
062J04,-99.5,-100,50,50.25
062J05,-99.5,-100,50.25,50.5
062J06,-99,-99.5,50.25,50.5
062J07,-98.5,-99,50.25,50.5
062J08,-98,-98.5,50.25,50.5
062J09,-98,-98.5,50.5,50.75
062J10,-98.5,-99,50.5,50.75
062J11,-99,-99.5,50.5,50.75
062J12,-99.5,-100,50.5,50.75
062J13,-99.5,-100,50.75,51
062J14,-99,-99.5,50.75,51
062J15,-98.5,-99,50.75,51
062J16,-98,-98.5,50.75,51
062K01,-100,-100.5,50,50.25
062K02,-100.5,-101,50,50.25
062K03,-101,-101.5,50,50.25
062K04,-101.5,-102,50,50.25
062K05,-101.5,-102,50.25,50.5
062K06,-101,-101.5,50.25,50.5
062K07,-100.5,-101,50.25,50.5
062K08,-100,-100.5,50.25,50.5
062K09,-100,-100.5,50.5,50.75
062K10,-100.5,-101,50.5,50.75
062K11,-101,-101.5,50.5,50.75
062K12,-101.5,-102,50.5,50.75
062K13,-101.5,-102,50.75,51
062K14,-101,-101.5,50.75,51
062K15,-100.5,-101,50.75,51
062K16,-100,-100.5,50.75,51
062L01,-102,-102.5,50,50.25
062L02,-102.5,-103,50,50.25
062L03,-103,-103.5,50,50.25
062L04,-103.5,-104,50,50.25
062L05,-103.5,-104,50.25,50.5
062L06,-103,-103.5,50.25,50.5
062L07,-102.5,-103,50.25,50.5
062L08,-102,-102.5,50.25,50.5
062L09,-102,-102.5,50.5,50.75
062L10,-102.5,-103,50.5,50.75
062L11,-103,-103.5,50.5,50.75
062L12,-103.5,-104,50.5,50.75
062L13,-103.5,-104,50.75,51
062L14,-103,-103.5,50.75,51
062L15,-102.5,-103,50.75,51
062L16,-102,-102.5,50.75,51
062M01,-102,-102.5,51,51.25
062M02,-102.5,-103,51,51.25
062M03,-103,-103.5,51,51.25
062M04,-103.5,-104,51,51.25
062M05,-103.5,-104,51.25,51.5
062M06,-103,-103.5,51.25,51.5
062M07,-102.5,-103,51.25,51.5
062M08,-102,-102.5,51.25,51.5
062M09,-102,-102.5,51.5,51.75
062M10,-102.5,-103,51.5,51.75
062M11,-103,-103.5,51.5,51.75
062M12,-103.5,-104,51.5,51.75
062M13,-103.5,-104,51.75,52
062M14,-103,-103.5,51.75,52
062M15,-102.5,-103,51.75,52
062M16,-102,-102.5,51.75,52
062N01,-100,-100.5,51,51.25
062N02,-100.5,-101,51,51.25
062N03,-101,-101.5,51,51.25
062N04,-101.5,-102,51,51.25
062N05,-101.5,-102,51.25,51.5
062N06,-101,-101.5,51.25,51.5
062N07,-100.5,-101,51.25,51.5
062N08,-100,-100.5,51.25,51.5
062N09,-100,-100.5,51.5,51.75
062N10,-100.5,-101,51.5,51.75
062N11,-101,-101.5,51.5,51.75
062N12,-101.5,-102,51.5,51.75
062N13,-101.5,-102,51.75,52
062N14,-101,-101.5,51.75,52
062N15,-100.5,-101,51.75,52
062N16,-100,-100.5,51.75,52
062O01,-98,-98.5,51,51.25
062O02,-98.5,-99,51,51.25
062O03,-99,-99.5,51,51.25
062O04,-99.5,-100,51,51.25
062O05,-99.5,-100,51.25,51.5
062O06,-99,-99.5,51.25,51.5
062O07,-98.5,-99,51.25,51.5
062O08,-98,-98.5,51.25,51.5
062O09,-98,-98.5,51.5,51.75
062O10,-98.5,-99,51.5,51.75
062O11,-99,-99.5,51.5,51.75
062O12,-99.5,-100,51.5,51.75
062O13,-99.5,-100,51.75,52
062O14,-99,-99.5,51.75,52
062O15,-98.5,-99,51.75,52
062O16,-98,-98.5,51.75,52
062P01,-96,-96.5,51,51.25
062P02,-96.5,-97,51,51.25
062P03,-97,-97.5,51,51.25
062P04,-97.5,-98,51,51.25
062P05,-97.5,-98,51.25,51.5
062P06,-97,-97.5,51.25,51.5
062P07,-96.5,-97,51.25,51.5
062P08,-96,-96.5,51.25,51.5
062P09,-96,-96.5,51.5,51.75
062P10,-96.5,-97,51.5,51.75
062P11,-97,-97.5,51.5,51.75
062P12,-97.5,-98,51.5,51.75
062P13,-97.5,-98,51.75,52
062P14,-97,-97.5,51.75,52
062P15,-96.5,-97,51.75,52
062P16,-96,-96.5,51.75,52
063A01,-96,-96.5,52,52.25
063A02,-96.5,-97,52,52.25
063A03,-97,-97.5,52,52.25
063A04,-97.5,-98,52,52.25
063A05,-97.5,-98,52.25,52.5
063A06,-97,-97.5,52.25,52.5
063A07,-96.5,-97,52.25,52.5
063A08,-96,-96.5,52.25,52.5
063A09,-96,-96.5,52.5,52.75
063A10,-96.5,-97,52.5,52.75
063A11,-97,-97.5,52.5,52.75
063A12,-97.5,-98,52.5,52.75
063A13,-97.5,-98,52.75,53
063A14,-97,-97.5,52.75,53
063A15,-96.5,-97,52.75,53
063A16,-96,-96.5,52.75,53
063B01,-98,-98.5,52,52.25
063B02,-98.5,-99,52,52.25
063B03,-99,-99.5,52,52.25
063B04,-99.5,-100,52,52.25
063B05,-99.5,-100,52.25,52.5
063B06,-99,-99.5,52.25,52.5
063B07,-98.5,-99,52.25,52.5
063B08,-98,-98.5,52.25,52.5
063B09,-98,-98.5,52.5,52.75
063B10,-98.5,-99,52.5,52.75
063B11,-99,-99.5,52.5,52.75
063B12,-99.5,-100,52.5,52.75
063B13,-99.5,-100,52.75,53
063B14,-99,-99.5,52.75,53
063B15,-98.5,-99,52.75,53
063B16,-98,-98.5,52.75,53
063C01,-100,-100.5,52,52.25
063C02,-100.5,-101,52,52.25
063C03,-101,-101.5,52,52.25
063C04,-101.5,-102,52,52.25
063C05,-101.5,-102,52.25,52.5
063C06,-101,-101.5,52.25,52.5
063C07,-100.5,-101,52.25,52.5
063C08,-100,-100.5,52.25,52.5
063C09,-100,-100.5,52.5,52.75
063C10,-100.5,-101,52.5,52.75
063C11,-101,-101.5,52.5,52.75
063C12,-101.5,-102,52.5,52.75
063C13,-101.5,-102,52.75,53
063C14,-101,-101.5,52.75,53
063C15,-100.5,-101,52.75,53
063C16,-100,-100.5,52.75,53
063D01,-102,-102.5,52,52.25
063D02,-102.5,-103,52,52.25
063D03,-103,-103.5,52,52.25
063D04,-103.5,-104,52,52.25
063D05,-103.5,-104,52.25,52.5
063D06,-103,-103.5,52.25,52.5
063D07,-102.5,-103,52.25,52.5
063D08,-102,-102.5,52.25,52.5
063D09,-102,-102.5,52.5,52.75
063D10,-102.5,-103,52.5,52.75
063D11,-103,-103.5,52.5,52.75
063D12,-103.5,-104,52.5,52.75
063D13,-103.5,-104,52.75,53
063D14,-103,-103.5,52.75,53
063D15,-102.5,-103,52.75,53
063D16,-102,-102.5,52.75,53
063E01,-102,-102.5,53,53.25
063E02,-102.5,-103,53,53.25
063E03,-103,-103.5,53,53.25
063E04,-103.5,-104,53,53.25
063E05,-103.5,-104,53.25,53.5
063E06,-103,-103.5,53.25,53.5
063E07,-102.5,-103,53.25,53.5
063E08,-102,-102.5,53.25,53.5
063E09,-102,-102.5,53.5,53.75
063E10,-102.5,-103,53.5,53.75
063E11,-103,-103.5,53.5,53.75
063E12,-103.5,-104,53.5,53.75
063E13,-103.5,-104,53.75,54
063E14,-103,-103.5,53.75,54
063E15,-102.5,-103,53.75,54
063E16,-102,-102.5,53.75,54
063F01,-100,-100.5,53,53.25
063F02,-100.5,-101,53,53.25
063F03,-101,-101.5,53,53.25
063F04,-101.5,-102,53,53.25
063F05,-101.5,-102,53.25,53.5
063F06,-101,-101.5,53.25,53.5
063F07,-100.5,-101,53.25,53.5
063F08,-100,-100.5,53.25,53.5
063F09,-100,-100.5,53.5,53.75
063F10,-100.5,-101,53.5,53.75
063F11,-101,-101.5,53.5,53.75
063F12,-101.5,-102,53.5,53.75
063F13,-101.5,-102,53.75,54
063F14,-101,-101.5,53.75,54
063F15,-100.5,-101,53.75,54
063F16,-100,-100.5,53.75,54
063G01,-98,-98.5,53,53.25
063G02,-98.5,-99,53,53.25
063G03,-99,-99.5,53,53.25
063G04,-99.5,-100,53,53.25
063G05,-99.5,-100,53.25,53.5
063G06,-99,-99.5,53.25,53.5
063G07,-98.5,-99,53.25,53.5
063G08,-98,-98.5,53.25,53.5
063G09,-98,-98.5,53.5,53.75
063G10,-98.5,-99,53.5,53.75
063G11,-99,-99.5,53.5,53.75
063G12,-99.5,-100,53.5,53.75
063G13,-99.5,-100,53.75,54
063G14,-99,-99.5,53.75,54
063G15,-98.5,-99,53.75,54
063G16,-98,-98.5,53.75,54
063H01,-96,-96.5,53,53.25
063H02,-96.5,-97,53,53.25
063H03,-97,-97.5,53,53.25
063H04,-97.5,-98,53,53.25
063H05,-97.5,-98,53.25,53.5
063H06,-97,-97.5,53.25,53.5
063H07,-96.5,-97,53.25,53.5
063H08,-96,-96.5,53.25,53.5
063H09,-96,-96.5,53.5,53.75
063H10,-96.5,-97,53.5,53.75
063H11,-97,-97.5,53.5,53.75
063H12,-97.5,-98,53.5,53.75
063H13,-97.5,-98,53.75,54
063H14,-97,-97.5,53.75,54
063H15,-96.5,-97,53.75,54
063H16,-96,-96.5,53.75,54
063I01,-96,-96.5,54,54.25
